term,estimate,std.error,statistic,p.value
(Intercept),3.8878750904359745,0.1784790828478383,21.783365470062215,1.6529163110858553e-47
act_penetration_wp,1.0186112926630744,0.34911272341084515,2.917714607222566,0.006055225056321593
act_penetration_pm_c,1.6065619884391806,0.43512654465340944,3.692171870872306,3.0138555376816445e-4
