term,estimate,std.error,statistic,p.value
(Intercept),44.80559212263158,0.856188827004311,52.33143753977764,2.282108084770573e-97
aud_sc,0.37227876097303425,0.14513505757557774,2.5650505618132513,0.01131094770970726
